Serial Number,Main Office,Branch Number,Established Date,Acquired Date,City,County,State,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
2681,0,6645,11/30/2007,09/25/2008,Jamaica,Queens,NY,16420,19136,21613,24240,27793,33506,41247
2682,0,6646,12/03/2007,09/25/2008,San Marcos,San Diego,CA,22316,26775,25928,28960,31038,38757,45660
2683,0,6649,12/03/2007,09/25/2008,Citrus Heights,Sacramento,CA,15040,18566,18755,20575,23443,24969,25574
2684,0,6650,12/03/2007,09/25/2008,Yuba City,Sutter,CA,24607,30893,34358,37009,46090,51969,68179
2685,0,6653,12/17/2007,09/25/2008,Fresno,Fresno,CA,7234,8445,10292,12461,14596,16345,20747
2686,0,6654,12/17/2007,09/25/2008,Dallas,Dallas,TX,11897,14487,17804,21382,23270,29503,32007
2687,0,6659,12/17/2007,09/25/2008,Brea,Orange,CA,20569,26188,35497,34187,43359,54661,69586
2688,0,6660,12/17/2007,09/25/2008,Elk Grove,Sacramento,CA,20400,25886,31134,33608,37433,44458,52671
2689,0,6662,12/17/2007,09/25/2008,Modesto,Stanislaus,CA,9169,12046,13947,15781,16790,19156,21507
2690,0,6664,12/17/2007,09/25/2008,Los Angeles,Los Angeles,CA,11529,16242,23702,33359,34955,41421,46634
2691,0,6665,12/17/2007,09/25/2008,Dallas,Dallas,TX,5625,7371,11856,14619,16230,20158,26758
2692,0,6666,12/17/2007,09/25/2008,Antioch,Contra Costa,CA,9202,10916,14416,15662,19280,24139,29946
2693,0,6667,12/17/2007,09/25/2008,Roselle,Union,NJ,11627,12820,16947,20079,23039,27444,31872
2694,0,6668,12/18/2007,09/25/2008,Jamaica,Queens,NY,3628,4358,6466,10116,10786,11917,17382
2695,0,6676,12/27/2007,09/25/2008,Duarte,Los Angeles,CA,16483,19379,26923,32188,35044,37944,41941
2696,0,6677,12/27/2007,09/25/2008,Suisun City,Solano,CA,9352,11309,12400,15069,16835,20096,23632
2697,0,6678,01/07/2008,09/25/2008,San Francisco,San Francisco,CA,15646,20213,19766,22226,23031,27404,31683
2698,0,6679,01/10/2008,09/25/2008,Long Beach,Los Angeles,CA,17510,21076,27426,30808,37029,40170,47810
2699,0,6680,02/01/2008,09/25/2008,Vacaville,Solano,CA,8145,9657,12906,18651,21598,24212,30142
2700,0,6683,03/03/2008,09/25/2008,Glendale,Maricopa,AZ,7053,9146,10127,10203,11110,13024,13929
2701,0,6685,03/17/2008,09/25/2008,San Pablo,Contra Costa,CA,7752,9946,13911,20406,23294,26477,32004
2702,0,6686,03/31/2008,09/25/2008,Hesperia,San Bernardino,CA,17992,24219,31689,38377,43741,54081,68797
2703,0,6687,04/07/2008,09/25/2008,Fort Worth,Tarrant,TX,13948,15422,16224,17003,19156,20656,23145
2704,0,6688,04/14/2008,09/25/2008,San Jose,Santa Clara,CA,25271,34462,43206,50885,63278,82689,85263
2705,0,6689,04/14/2008,09/25/2008,Garland,Dallas,TX,7231,10962,14277,18811,22297,27113,32264
2706,0,6690,04/28/2008,09/25/2008,Pasadena,Los Angeles,CA,15657,18341,32909,46203,58504,65709,72357
2707,0,6691,05/01/2008,09/25/2008,San Jose,Santa Clara,CA,9139,13781,19721,24453,28655,34494,41481
2708,0,6692,05/02/2008,09/25/2008,Houston,Harris,TX,21030,22243,25827,28943,33096,35762,38449
2709,0,6695,05/19/2008,09/25/2008,Sacramento,Sacramento,CA,13307,17554,21689,26271,28515,33741,42585
2710,0,6697,06/17/2008,09/25/2008,Jersey City,Hudson,NJ,5504,7461,10264,15659,18966,22217,27609
2711,0,6698,06/30/2008,09/25/2008,Norco,Riverside,CA,13705,20935,29705,31816,35943,37741,45143
2712,0,6699,06/30/2008,09/25/2008,Las Vegas,Clark,NV,17181,18745,21805,21556,24586,27568,30592
2713,0,6700,06/30/2008,09/25/2008,West Babylon,Suffolk,NY,41363,49908,52459,55237,55870,59939,70304
2714,0,6701,04/15/1994,09/25/2008,Park City,Summit,UT,3712443,42100,54263,64299,84188,113599,125778
2715,0,6702,01/01/1916,09/25/2008,Provo,Utah,UT,22748,24042,27846,35653,41760,45111,65510
2716,0,6706,06/30/1993,09/25/2008,Salt Lake City,Salt Lake,UT,29811,29597,33445,34863,42004,41624,49435
2717,0,6708,06/30/1993,09/25/2008,Salt Lake City,Salt Lake,UT,21229,18316,21977,23769,24952,26601,37951
2718,0,6710,06/12/1995,09/25/2008,Logan,Cache,UT,17521,18931,20066,23918,25962,29831,48824
2719,0,6715,07/18/1994,09/25/2008,Garden City,Ada,ID,18069,17435,18450,20814,21938,24282,27441
2720,0,6716,07/18/1994,09/25/2008,Nampa,Canyon,ID,10587,11521,11927,14053,25628,27796,29744
2721,0,6717,08/03/1994,09/25/2008,Boise,Ada,ID,26046,25505,26642,28368,32830,34084,36397
2722,0,6718,02/27/1995,09/25/2008,Moscow,Latah,ID,19491,22406,21258,19122,20372,23765,26417
2723,0,6720,01/01/1920,09/25/2008,Brigham City,Box Elder,UT,13551,13637,14184,13977,15028,15071,17131
2724,0,6724,06/10/1996,09/25/2008,Boise,Ada,ID,20249,24050,28244,27196,30310,34928,40579
2725,0,6725,06/01/1996,09/25/2008,Meridian,Ada,ID,24407,24874,28196,31397,33904,40752,42098
2726,0,6728,04/23/1997,09/25/2008,Coeur D Alene,Kootenai,ID,38267,34526,35886,34426,37694,40956,60594
2727,0,6729,01/07/1997,09/25/2008,Twin Falls,Twin Falls,ID,14963,14930,15919,18004,19482,21786,22099
2728,0,6730,03/06/1997,09/25/2008,Idaho Falls,Bonneville,ID,15545,15348,14847,14980,15885,17458,19550
2729,0,6731,09/08/1997,09/25/2008,Boise,Ada,ID,18636,18420,18949,17723,19360,28521,29096
2730,0,6733,09/18/2008,,Naperville,DuPage,IL,15603,22893,31656,37297,76015,82723,94978
2731,0,6735,09/16/2008,,Chicago,Cook,IL,42804,51432,60129,69934,80061,85891,83742
2732,0,6736,09/19/2008,,White Lake,Oakland,MI,11764,14376,17600,22258,24563,35654,39307
2733,0,6737,09/18/2008,,East Rockaway,Nassau,NY,19446,21030,27661,34376,39628,44375,55556
2734,0,6738,07/15/2008,,Grove City,Franklin,OH,9903,11342,14377,17899,19207,24077,26255
2735,0,6739,10/08/2008,,Upper Arlington,Franklin,OH,9812,15966,21983,29848,31786,38309,48045
2736,0,6740,11/13/2008,,Sunbury,Delaware,OH,2139,4275,6078,8243,8822,10237,11965
2737,0,6741,12/11/2008,,Reynoldsburg,Franklin,OH,10799,16540,18653,20845,25080,27816,35361
2738,0,6742,12/12/2008,,Powell,Delaware,OH,3100,5489,6844,7843,10043,10849,13562
2739,0,6743,12/15/2008,,Dublin,Franklin,OH,5835,6846,9487,12147,14131,16495,19185
2740,0,6744,08/07/2008,,Northville,Wayne,MI,6794,11003,14293,16597,17861,20312,19932
2741,0,6746,09/30/2008,,Hartland,Livingston,MI,18182,22328,25475,29349,32232,38221,44084
2742,0,6748,01/13/2009,,Rochester Hills,Oakland,MI,14666,21649,31367,46285,50237,57267,70689
2743,0,6749,04/16/2009,,Macomb,Macomb,MI,4924,7961,13051,17011,20472,21778,25226
2744,0,6750,11/25/2008,,Noblesville,Hamilton,IN,4133,7596,11910,16268,17174,30866,30538
2745,0,6751,08/05/2008,,Mckinney,Collin,TX,6511,9838,14161,18473,26820,29380,43295
2746,0,6752,09/09/2008,,Frisco,Denton,TX,5268,9563,14076,23944,29398,34916,48892
2747,0,6753,09/10/2008,,Houston,Harris,TX,40823,43957,53645,64164,80171,90820,84712
2748,0,6754,09/23/2008,,Rockwall,Rockwall,TX,9043,15666,18671,23079,28213,35998,37954
2749,0,6755,09/30/2008,,Lakeway,Travis,TX,30508,39584,45844,54545,74014,81886,110775
2750,0,6756,09/30/2008,,Mcallen,Hidalgo,TX,8507,10824,15763,20458,23059,24972,26629
2751,0,6757,10/01/2008,,Humble,Harris,TX,7345,11059,15572,17958,22019,25304,30303
2752,0,6758,10/22/2008,,Tyler,Smith,TX,6375,8207,11981,15217,16959,20857,22090
2753,0,6759,10/29/2008,,Pearland,Brazoria,TX,13880,17965,23140,37939,63773,69956,75717
2754,0,6760,11/06/2008,,Dallas,Dallas,TX,7119,11684,22178,22365,26223,62303,65061
2755,0,6761,11/06/2008,,Weatherford,Parker,TX,13776,19894,29467,39908,50407,60727,69573
2756,0,6762,11/06/2008,,Rockwall,Rockwall,TX,49101,54559,62941,72887,89386,99516,110617
2757,0,6763,11/06/2008,,Coppell,Dallas,TX,12835,15899,22477,24490,28971,35085,81649
2758,0,6764,11/06/2008,,San Antonio,Bexar,TX,8516,8398,11114,13696,17762,26660,28250
2759,0,6765,11/07/2008,,San Antonio,Bexar,TX,6937,11510,14060,18384,24740,28756,35182
2760,0,6766,11/12/2008,,Tyler,Smith,TX,6023,8992,15132,18187,20974,23116,29762
2761,0,6767,11/19/2008,,El Paso,El Paso,TX,7893,10440,14686,17024,22141,26248,30775
2762,0,6768,12/02/2008,,Fort Worth,Tarrant,TX,8544,11735,14700,19015,22008,25309,29422
2763,0,6769,12/02/2008,,Dripping Springs,Hays,TX,11285,16091,22352,36045,46484,52484,62398
2764,0,6770,12/02/2008,,San Antonio,Bexar,TX,6947,9505,12354,16320,19000,21827,27595
2765,0,6771,12/03/2008,,Tyler,Smith,TX,3670,6941,10086,12870,15349,16819,20587
2766,0,6772,12/03/2008,,Houston,Harris,TX,8869,15416,21827,26337,34105,40982,49995
2767,0,6773,12/04/2008,,Allen,Collin,TX,11530,17655,23648,30169,46351,58398,67919
2768,0,6774,12/10/2008,,Plano,Collin,TX,8855,18624,24435,54422,63150,79338,103348
2769,0,6775,12/10/2008,,Conroe,Montgomery,TX,12234,19342,26218,27445,37324,43632,49747
2770,0,6776,12/10/2008,,Longview,Gregg,TX,6657,11769,16303,21487,24192,28985,33600
2771,0,6777,12/17/2008,,Midlothian,Ellis,TX,7815,12939,16583,21123,26233,32579,44177
2772,0,6778,01/15/2009,,Denton,Denton,TX,6442,8690,12382,16806,20792,24024,27597
2773,0,6779,02/10/2009,,Fort Worth,Tarrant,TX,8011,12294,17927,22060,26090,31147,34984
2774,0,6780,02/19/2009,,San Antonio,Bexar,TX,19264,20986,28780,34103,39465,43504,58281
2775,0,6781,02/23/2009,,San Antonio,Bexar,TX,2284,4750,6539,7640,10751,11552,12097
2776,0,6782,03/24/2009,,Port Arthur,Jefferson,TX,0,0,0,0,0,0,0
2777,0,6783,03/31/2009,,Harker Heights,Bell,TX,7364,14116,21608,23220,29587,32995,41476
2778,0,6784,05/12/2009,,Dallas,Dallas,TX,3059,5694,8673,11538,13880,17872,19619
2779,0,6785,05/20/2009,,Bryan,Brazos,TX,7484,10695,17874,23738,30453,36397,41294
2780,0,6786,05/26/2009,,Crowley,Tarrant,TX,6982,10065,14808,20062,23307,26704,30415
2781,0,6787,06/04/2009,,Richardson,Collin,TX,6635,11249,17021,24213,30179,39207,55551
2782,0,6788,06/17/2009,,Pasadena,Harris,TX,3369,5888,8778,12468,16022,17601,22175
2783,0,6789,06/23/2009,,Missouri City,Fort Bend,TX,3992,11057,16345,24222,35127,51306,39771
2784,0,6790,09/23/2008,,Thornton,Adams,CO,5541,8140,13681,16661,22145,25521,31315
2785,0,6791,10/21/2008,,Colorado Springs,El Paso,CO,11892,16989,25971,32546,40751,43917,56747
2786,0,6792,10/22/2008,,Highlands Ranch,Douglas,CO,11212,17732,35410,38932,49305,65677,69451
2787,0,6793,11/20/2008,,Broomfield,Broomfield,CO,19695,27943,34781,39674,50267,59693,86378
2788,0,6794,11/21/2008,,Windsor,Weld,CO,7927,12561,20585,28501,44828,47420,57860
2789,0,6795,12/11/2008,,Aurora,Arapahoe,CO,12685,14271,17117,32728,36515,43643,51730
2790,0,6796,12/12/2008,,Englewood,Douglas,CO,25076,23819,21043,27757,31287,35917,39248
2791,0,6797,04/21/2009,,Fort Collins,Larimer,CO,9523,14759,21543,31125,34899,43016,51576
2792,0,6798,05/21/2009,,Longmont,Boulder,CO,3979,8347,13757,19416,23595,36734,43614
2793,0,6799,07/10/2008,,Queen Creek,Maricopa,AZ,6492,9735,14750,22451,24754,31412,41915
2794,0,6800,08/04/2008,,Scottsdale,Maricopa,AZ,18902,22438,28715,36089,32708,37776,39996
2795,0,6801,08/12/2008,,Tucson,Pima,AZ,10318,14336,19707,22050,23994,26493,34431
2796,0,6804,10/28/2008,,Goodyear,Maricopa,AZ,5557,8750,13192,13671,15071,18191,22328
2797,0,6805,10/29/2008,,Oro Valley,Pima,AZ,7669,9306,13328,16519,19511,22334,27940
2798,0,6806,11/06/2008,,Peoria,Maricopa,AZ,8732,14069,19058,24743,40264,41989,47368
2799,0,6807,11/21/2008,,Peoria,Maricopa,AZ,9435,12000,19208,23463,27398,32038,43454
2800,0,6808,11/25/2008,,Prescott,Yavapai,AZ,6664,8587,10523,12801,16316,17686,20267
2801,0,6809,11/25/2008,,Phoenix,Maricopa,AZ,9360,12278,19072,22096,27834,29904,35315
2802,0,6810,12/15/2008,,Chandler,Maricopa,AZ,13164,19890,28483,41193,50052,52264,60319
2803,0,6811,03/24/2009,,Phoenix,Maricopa,AZ,6189,8207,17689,21313,21293,26966,29182
2804,0,6812,04/21/2009,,Marana,Pima,AZ,11798,13312,19947,25463,30602,42421,40158
2805,0,6813,04/28/2009,,Glendale,Maricopa,AZ,7508,15068,21182,32509,39063,45019,50428
2806,0,6814,11/04/2008,,Layton,Davis,UT,5137,5653,8172,9989,10542,12490,13375
2807,0,6815,06/24/2009,,Surprise,Maricopa,AZ,1598,3106,5057,6044,7456,8372,11488
2808,0,6816,12/16/2008,,Draper,Salt Lake,UT,21686,17560,27441,33369,38043,51193,68277
2809,0,6817,03/30/2009,,Saratoga Springs,Utah,UT,5116,8857,11119,14297,14211,17666,19254
2810,0,6818,08/15/2008,,New York City,New York,NY,45528,47350,46678,51557,57414,69668,77189
2811,0,6819,11/17/2008,,Hauppauge,Suffolk,NY,9426,12345,17012,21241,24185,26556,31637
2812,0,6820,11/25/2008,,Middletown,Orange,NY,5697,6774,10351,13878,18244,22877,24715
2813,0,6821,11/28/2008,,Roslyn,Nassau,NY,13142,18810,24570,29103,30408,30435,34870
2814,0,6822,12/12/2008,,Wappingers Falls,Dutchess,NY,10887,28668,35467,45318,51432,58134,70275
2815,0,6823,12/16/2008,,Staten Island,Richmond,NY,13177,13588,19990,23229,26109,27610,30056
2816,0,6824,01/22/2009,,Brooklyn,Kings,NY,13335,23868,39009,57773,72403,82133,103631
2817,0,6825,01/26/2009,,Garden City Park,Nassau,NY,39112,45334,64495,76199,86222,103664,130668
2818,0,6826,03/23/2009,,Brooklyn,Kings,NY,6442,27351,33674,46438,57588,65892,79888
2819,0,6827,04/20/2009,,Brooklyn,Kings,NY,18673,25901,42358,70190,75825,94645,114502
2820,0,6828,05/07/2009,,Bronx,Bronx,NY,6709,8887,12743,19650,22920,47000,32036
2821,0,6829,08/27/2008,,Glendale Heights,DuPage,IL,25453,34301,46101,58018,66142,77928,90636
2822,0,6830,09/05/2008,,Antioch,Lake,IL,5175,7540,8854,11799,14717,15800,19790
2823,0,6831,09/05/2008,,Naperville,DuPage,IL,21237,34976,48165,60952,76649,94972,113029
2824,0,6832,10/15/2008,,Plainfield,Will,IL,12836,18456,27939,33263,40603,48359,60297
2825,0,6833,11/06/2008,,Chicago,Cook,IL,18905,26999,41449,58133,70207,82107,95226
2826,0,6834,11/25/2008,,Skokie,Cook,IL,22962,34795,51454,67396,82680,86525,112225
2827,0,6835,11/26/2008,,Johnsburg,McHenry,IL,7156,10508,14142,18508,25331,28657,37090
2828,0,6836,12/10/2008,,Carpentersville,Kane,IL,10359,15120,42145,52573,56258,64117,76916
2829,0,6837,12/11/2008,,Montgomery,Kane,IL,4311,7500,12534,13734,15441,18876,24471
2830,0,6838,12/15/2008,,Mundelein,Lake,IL,17063,24010,36884,44651,101080,107994,134769
2831,0,6839,03/17/2009,,Mokena,Will,IL,5900,11552,19819,27361,33631,42391,52560
2832,0,6840,03/24/2009,,Chicago,Cook,IL,6520,12633,19811,21541,27600,31348,44154
2833,0,6843,09/29/2008,,Orange,Orange,CA,13609,21894,30538,40259,53569,62730,77937
2834,0,6844,10/01/2008,,Saratoga,Santa Clara,CA,11325,17193,35592,34186,39372,47154,58547
2835,0,6846,10/06/2008,,Northridge,Los Angeles,CA,12800,17439,24403,30075,35090,39016,51954
2836,0,6847,03/31/2009,,Fremont,Alameda,CA,10659,18378,28901,42802,56906,69430,94318
2837,0,6848,03/31/2009,,Los Angeles,Los Angeles,CA,18049,29474,43736,64270,67374,77822,91934
2838,0,6849,05/19/2009,,San Ramon,Contra Costa,CA,16513,30818,49343,55768,66097,70962,82535
2839,0,6850,05/19/2009,,San Jose,Santa Clara,CA,4877,9085,13881,21746,23435,28726,38317
2840,0,6851,05/26/2009,,Henderson,Clark,NV,11430,24598,42236,55812,66255,80152,108002
2841,0,6854,09/25/2008,,Portland,Multnomah,OR,24731,29399,34501,33392,41334,43198,51534
2842,0,6856,09/25/2008,,Lindon,Utah,UT,8032,11497,16331,20937,26696,29206,41953
2843,0,6859,09/25/2008,,Snohomish,Snohomish,WA,6124,8811,13338,15239,18063,22572,27818
2844,0,6860,09/25/2008,,Vancouver,Clark,WA,17585,19658,27087,37527,45002,59392,61361
2845,0,6861,09/25/2008,,Santa Clarita,Los Angeles,CA,56851,57964,71628,67605,73103,82397,92890
2846,0,6862,09/25/2008,,Huntington Beach,Orange,CA,144613,166652,195724,208850,234649,247785,257586
2847,0,6863,09/25/2008,,Anaheim,Orange,CA,81704,82568,97682,104946,110188,119165,128959
2848,0,6864,09/25/2008,,Roseville,Placer,CA,103016,106525,115295,115863,123260,132859,153952
2849,0,6865,09/25/2008,,Lompoc,Santa Barbara,CA,47197,46538,49526,48246,52006,54178,58432
2850,0,6866,09/25/2008,,San Diego,San Diego,CA,24271,31932,47244,55113,64762,76069,95855
2851,0,6867,09/25/2008,,Bakersfield,Kern,CA,30506,34616,42354,51964,55458,61530,76313
2852,0,6868,09/25/2008,,South San Francisco,San Mateo,CA,31612,35562,42769,47871,54618,62106,66892
2853,0,6869,09/25/2008,,Greenwood Village,Arapahoe,CO,20767,29488,37835,47908,43785,59161,81899
2854,0,6870,09/25/2008,,Golden,Jefferson,CO,11105,12880,17016,19123,23109,25593,32845
2855,0,6871,09/25/2008,,Denver,Denver,CO,19729,22905,32413,41586,59897,74029,82066
2856,0,6872,09/25/2008,,Boulder,Boulder,CO,15916,19431,23316,30192,38419,44871,54485
2857,0,6873,09/25/2008,,Denver,Denver,CO,3185,4252,5809,7450,9603,12682,14347
2858,0,6874,09/25/2008,,Edgewater,Jefferson,CO,3133,5540,6760,7729,10844,13573,16808
2859,0,6877,09/25/2008,,Castle Rock,Douglas,CO,20096,27963,36889,45044,56896,62293,86987
2860,0,6878,03/28/2005,09/25/2008,Aurora,Adams,CO,6040,9794,12127,12844,18370,23762,27955
2861,0,6880,11/21/2005,09/25/2008,Denver,Denver,CO,6332,9679,13780,20002,24346,34781,45263
2862,0,6881,09/25/2008,,Wheat Ridge,Jefferson,CO,8427,8004,9730,13750,16850,20699,119486
2863,0,6883,09/25/2008,,Denver,Denver,CO,11981,16910,20200,22447,32813,37217,38278
2864,0,6886,09/25/2008,,Denver,Denver,CO,6444,8640,31856,29746,26500,32911,49637
2865,0,6891,09/25/2008,,Danbury,Fairfield,CT,9006,12077,14088,28552,22340,21664,25836
2866,0,6893,09/25/2008,,Pompano Beach,Broward,FL,68482,72581,82858,94548,87645,88462,102034
2867,0,6894,09/25/2008,,Delray Beach,Palm Beach,FL,135288,146847,157872,182180,182573,186138,211518
2868,0,6895,09/25/2008,,Tampa,Hillsborough,FL,14391,21922,33393,48245,59429,62142,68563
2869,0,6896,09/25/2008,,Weston,Broward,FL,26338,40137,67996,72366,73268,67673,82997
2870,0,6897,09/25/2008,,Atlanta,DeKalb,GA,14522,18604,25254,27465,32367,38196,48035
2871,0,6898,09/25/2008,,Duluth,Gwinnett,GA,12829,15301,23977,31145,40487,50214,56239
2872,0,6899,09/25/2008,,Fayetteville,Fayette,GA,10945,14275,13507,18687,21187,24294,29822
2873,0,6900,09/25/2008,,Atlanta,Fulton,GA,2237,7442,7059,7715,10642,11945,13653
2874,0,6901,09/25/2008,,Atlanta,Fulton,GA,10469,14693,27094,32993,41652,60129,74574
2875,0,6903,09/25/2008,,Marietta,Cobb,GA,14230,18339,25202,40709,38400,41853,49415
2876,0,6904,09/25/2008,,Union City,Fulton,GA,4773,5078,6404,6607,8596,10349,12853
2877,0,6905,09/25/2008,,Morrow,Clayton,GA,8940,9716,12627,14336,14641,17128,18123
2878,0,6906,09/25/2008,,Stockbridge,Clayton,GA,10508,10819,13833,15854,19652,22476,25171
2879,0,6907,09/25/2008,,Atlanta,Fulton,GA,4659,6026,7141,16941,17623,20613,23382
2880,0,6909,09/25/2008,,Decatur,DeKalb,GA,4004,4808,6206,7216,7454,8178,8308
2881,0,6910,09/25/2008,,Atlanta,DeKalb,GA,14638,17355,19895,31381,29635,28799,32407
2882,0,6911,09/25/2008,,Woodstock,Cherokee,GA,12493,13073,16143,17712,18739,20622,24331
2883,0,6912,09/25/2008,,Snellville,Gwinnett,GA,16973,19169,24622,29921,34317,38232,49138
2884,0,6913,09/25/2008,,Peachtree City,Fayette,GA,7275,11092,13920,22240,24409,31061,38963
2885,0,6914,09/25/2008,,Atlanta,DeKalb,GA,2982,3481,5561,5576,7497,7747,8564
2886,0,6916,09/25/2008,,Stone Mountain,DeKalb,GA,5132,7059,8249,9728,11290,10866,13473
2887,0,6920,09/25/2008,,Las Vegas,Clark,NV,31977,41719,45202,45733,51876,55696,62159
2888,0,6921,09/25/2008,,Las Vegas,Clark,NV,18153,22043,24356,51556,59044,61193,74539
2889,0,6922,09/25/2008,,Las Vegas,Clark,NV,27995,32364,40614,46097,54389,57645,70136
2890,0,6923,09/25/2008,,Las Vegas,Clark,NV,9671,10984,12154,14293,16607,17205,18279
2891,0,6924,09/25/2008,,Las Vegas,Clark,NV,31247,34093,34774,37504,41759,44043,49287
2892,0,6926,09/25/2008,,Henderson,Clark,NV,14321,14181,19172,23366,26386,23443,25159
2893,0,6928,09/25/2008,,Las Vegas,Clark,NV,22553,28474,34060,47773,57462,61444,69640
2894,0,6929,09/25/2008,,Las Vegas,Clark,NV,13408,14980,16984,16924,19513,21538,24278
2895,0,6931,09/25/2008,,Las Vegas,Clark,NV,18649,27670,32340,33990,68230,46943,50320
2896,0,6933,09/25/2008,,Center Moriches,Suffolk,NY,27175,26011,26632,27588,27761,29311,33470
2897,0,6938,09/25/2008,,Forest Hills,Queens,NY,16793,19004,28240,40577,44879,57732,62822
2898,0,6939,09/25/2008,,New York City,New York,NY,15010,14682,16183,18969,21146,21206,27556
2899,0,6942,09/25/2008,,Northport,Suffolk,NY,24852,24647,27788,31912,34354,37706,43145
2900,0,6948,09/25/2008,,New York City,New York,NY,37863,47641,60246,73140,101722,123455,138599
2901,0,6951,09/25/2008,,New York City,New York,NY,31605,44300,59759,78287,103106,152790,143550
2902,0,6953,09/25/2008,,Oakland Gardens,Queens,NY,18032,41122,50945,60176,72405,79112,95397
2903,0,6955,09/25/2008,,New York City,New York,NY,42436,43103,47919,61319,71291,93156,119871
2904,0,6958,09/25/2008,,Dix Hills,Suffolk,NY,26466,30072,36996,32399,38917,45043,50677
2905,0,6960,09/25/2008,,Bronx,Bronx,NY,30647,31812,34485,38223,37979,42625,47530
2906,0,6962,09/25/2008,,Little Neck,Queens,NY,30395,32793,38254,41399,50352,56261,64849
2907,0,6963,09/25/2008,,East Setauket,Suffolk,NY,22351,26969,29049,31116,33717,36118,39723
2908,0,6964,09/25/2008,,Howard Beach,Queens,NY,31051,32298,36492,47451,50763,54136,61978
2909,0,6965,09/25/2008,,Ridgewood,Queens,NY,31550,33278,38642,46654,48272,57282,68852
2910,0,6966,09/25/2008,,Glen Cove,Nassau,NY,18204,18370,23503,27464,31057,42391,38652
2911,0,6967,09/25/2008,,New York City,New York,NY,9947,13718,17797,20734,24401,29848,33206
2912,0,6968,09/25/2008,,Astoria,Queens,NY,19888,22483,30917,36150,42364,49851,59918
2913,0,6969,09/25/2008,,Houston,Harris,TX,67953,74124,83498,90678,105328,111410,116831
2914,0,6970,01/29/2009,,Macomb,Macomb,MI,8177,14621,19018,23732,28535,32063,38522
2915,0,6971,10/24/2008,,Goodyear,Maricopa,AZ,9621,14148,19401,26141,35342,42923,50301
2916,0,6972,12/09/2008,,Surprise,Maricopa,AZ,4465,6773,9327,16844,19179,22191,28376
2917,0,6973,04/21/2009,,Gilbert,Maricopa,AZ,6517,9378,15775,21213,23408,30562,40847
2918,0,6974,06/16/2009,,Saint George,Washington,UT,5129,12078,14580,16464,22221,25708,30293
2919,0,6975,09/25/2008,,Freehold,Monmouth,NJ,28312,39865,59362,62875,67006,68811,87579
2920,0,6976,09/25/2008,,Somerset,Somerset,NJ,23125,32941,47219,57310,66773,71526,82925
2921,0,6977,11/26/2008,,Bound Brook,Somerset,NJ,14845,20792,23986,31030,33983,38671,44490
2922,0,6978,12/01/2008,,Jersey City,Hudson,NJ,35824,56281,68250,75036,91000,119275,148489
2923,0,6979,12/05/2008,,Lawrenceville,Mercer,NJ,7006,11216,15246,24580,42520,62503,55802
2924,0,6980,01/23/2009,,Warren,Somerset,NJ,35031,42350,56613,77506,92201,123792,127187
2925,0,6981,04/21/2009,,West Windsor,Mercer,NJ,20032,34463,47334,62005,72121,79946,93121
2926,0,6982,05/18/2009,,Union,Union,NJ,2887,5039,6078,8774,9713,11610,69095
2927,0,6983,06/01/2009,,Middletown,Monmouth,NJ,4785,6883,10735,14841,18254,21559,25087
2928,0,6984,06/18/2009,,Englishtown,Monmouth,NJ,21525,36964,56707,79256,93240,104636,128774
2929,0,6985,09/25/2008,,Bellaire,Harris,TX,83543,81696,87145,99942,122312,144403,161294
2930,0,6986,09/25/2008,,San Antonio,Bexar,TX,13293,13173,14172,17667,16698,18837,19922
2931,0,6987,09/25/2008,,Houston,Harris,TX,37296,41515,49356,63869,84156,96954,114330
2932,0,6988,09/25/2008,,Austin,Travis,TX,18876,21110,23297,37068,34838,46903,57415
2933,0,6989,09/25/2008,,Austin,Travis,TX,42435,42522,44449,64510,67208,71882,74841
2934,0,6990,09/25/2008,,Duncanville,Dallas,TX,31063,30760,31443,33667,36346,40240,40802
2935,0,6991,09/25/2008,,Mckinney,Collin,TX,25639,25811,29214,30711,37175,38163,44819
2936,0,6993,09/25/2008,,Riverside,Riverside,CA,15745,30748,39990,50804,65191,73077,79659
2937,0,6994,09/25/2008,,Bronx,Bronx,NY,3652,4995,4928,5869,7999,10456,13601
2938,0,6995,09/25/2008,,Sacramento,Sacramento,CA,10507,16304,19341,25037,26780,39847,46894
2939,0,6996,09/25/2008,,Hollywood,Broward,FL,11781,17455,25951,34875,41324,46228,75573
2940,0,6997,09/25/2008,,Dallas,Dallas,TX,3084,4973,8104,11023,13970,18446,21907
2941,0,6998,09/25/2008,,San Francisco,San Francisco,CA,13668,20919,29212,33666,41028,50579,60181
2942,0,6999,09/25/2008,,Benicia,Solano,CA,12357,16685,24419,27530,30268,34757,41364
2943,0,7002,08/25/2009,,San Francisco,San Francisco,CA,10188,22343,37437,77888,82764,79304,85944
2944,0,7003,09/01/2009,,Balch Springs,Dallas,TX,3317,5349,8892,12456,15595,19065,22813
2945,0,7004,09/15/2009,,Schaumburg,Cook,IL,9293,16856,29365,41831,105620,122864,139238
2946,0,7005,09/02/2009,,Fort Worth,Tarrant,TX,1745,3376,4728,7506,10075,16887,16764
2947,0,7006,09/15/2009,,Glendale,Maricopa,AZ,2912,9424,9559,11892,13417,22836,27501
